z,"Psi(0, z)","Psi(1, z)","Psi(2, z)","Psi(3, z)","Psi(4, z)","Psi(5, z)","Psi(6, z)","Psi(7, z)","E(z)"
-5,2.79918e-06,-1.97932e-05,9.69868e-05,-0.000379786,0.00125875,-0.00364083,0.00936111,-0.0216478,12.5
-4.99,2.94255e-06,-2.07654e-05,0.000101539,-0.000396746,0.00131197,-0.00378565,0.00970871,-0.0223909,12.4501
-4.98,3.09296e-06,-2.1783e-05,0.000106292,-0.000414416,0.00136727,-0.00393572,0.0100679,-0.0231561,12.4002
-4.97,3.25073e-06,-2.28482e-05,0.000111257,-0.000432824,0.00142473,-0.00409123,0.0104389,-0.023944,12.3504
-4.96,3.4162e-06,-2.39629e-05,0.00011644,-0.000451998,0.00148443,-0.00425234,0.0108222,-0.0247551,12.3008
-4.95,3.58973e-06,-2.51294e-05,0.000121852,-0.000471967,0.00154644,-0.00441924,0.011218,-0.02559,12.2513
-4.94,3.77171e-06,-2.635e-05,0.000127502,-0.000492763,0.00161085,-0.0045921,0.0116267,-0.0264493,12.2018
-4.93,3.96251e-06,-2.76269e-05,0.000133399,-0.000514417,0.00167775,-0.00477112,0.0120486,-0.0273334,12.1524
-4.92,4.16255e-06,-2.89627e-05,0.000139553,-0.00053696,0.00174721,-0.00495649,0.0124842,-0.0282429,12.1032
-4.91,4.37225e-06,-3.036e-05,0.000145976,-0.000560428,0.00181933,-0.0051484,0.0129338,-0.0291784,12.0541
-4.9,4.59206e-06,-3.18213e-05,0.000152677,-0.000584855,0.0018942,-0.00534707,0.0133978,-0.0301405,12.005
-4.89,4.82243e-06,-3.33495e-05,0.000159669,-0.000610277,0.00197191,-0.00555269,0.0138765,-0.0311298,11.956
-4.88,5.06386e-06,-3.49475e-05,0.000166963,-0.000636731,0.00205256,-0.00576548,0.0143703,-0.0321468,11.9072
-4.87,5.31683e-06,-3.66182e-05,0.000174571,-0.000664255,0.00213625,-0.00598566,0.0148797,-0.0331921,11.8585
-4.86,5.58189e-06,-3.83648e-05,0.000182506,-0.00069289,0.00222309,-0.00621345,0.0154051,-0.0342664,11.8098
-4.85,5.85958e-06,-4.01905e-05,0.000190781,-0.000722677,0.00231318,-0.00644908,0.0159467,-0.0353702,11.7612
-4.84,6.15047e-06,-4.20987e-05,0.000199409,-0.000753658,0.00240662,-0.00669279,0.0165052,-0.0365042,11.7128
-4.83,6.45515e-06,-4.40929e-05,0.000208404,-0.000785877,0.00250354,-0.00694481,0.0170809,-0.0376689,11.6645
-4.82,6.77425e-06,-4.61767e-05,0.000217782,-0.000819379,0.00260405,-0.0072054,0.0176742,-0.038865,11.6162
-4.81,7.10841e-06,-4.8354e-05,0.000227556,-0.000854212,0.00270826,-0.0074748,0.0182856,-0.040093,11.568
-4.8,7.4583e-06,-5.06286e-05,0.000237744,-0.000890423,0.0028163,-0.00775328,0.0189156,-0.0413538,11.52
-4.79,7.82464e-06,-5.30048e-05,0.00024836,-0.000928063,0.0029283,-0.00804109,0.0195645,-0.0426477,11.472
-4.78,8.20815e-06,-5.54866e-05,0.000259422,-0.000967182,0.00304438,-0.0083385,0.0202329,-0.0439755,11.4242
-4.77,8.6096e-06,-5.80786e-05,0.000270947,-0.00100783,0.00316468,-0.0086458,0.0209213,-0.0453379,11.3764
-4.76,9.02978e-06,-6.07854e-05,0.000282953,-0.00105007,0.00328932,-0.00896326,0.02163,-0.0467354,11.3288
-4.75,9.46952e-06,-6.36116e-05,0.000295459,-0.00109396,0.00341847,-0.00929116,0.0223596,-0.0481687,11.2812
-4.74,9.92968e-06,-6.65623e-05,0.000308484,-0.00113955,0.00355224,-0.00962981,0.0231106,-0.0496384,11.2338
-4.73,1.04112e-05,-6.96426e-05,0.000322048,-0.0011869,0.00369081,-0.00997951,0.0238835,-0.0511452,11.1865
-4.72,1.09149e-05,-7.28579e-05,0.000336171,-0.00123607,0.0038343,-0.0103406,0.0246787,-0.0526896,11.1392
-4.71,1.14419e-05,-7.62136e-05,0.000350875,-0.00128713,0.00398289,-0.0107133,0.0254969,-0.0542725,11.0921
-4.7,1.19931e-05,-7.97155e-05,0.000366183,-0.00134015,0.00413674,-0.0110979,0.0263385,-0.0558943,11.045
-4.69,1.25696e-05,-8.33696e-05,0.000382116,-0.00139519,0.00429599,-0.0114949,0.027204,-0.0575558,10.9981
-4.68,1.31725e-05,-8.71822e-05,0.000398698,-0.00145232,0.00446083,-0.0119046,0.028094,-0.0592575,10.9512
-4.67,1.38029e-05,-9.11595e-05,0.000415955,-0.00151162,0.00463143,-0.0123272,0.029009,-0.0610001,10.9044
-4.66,1.44621e-05,-9.53083e-05,0.000433911,-0.00157316,0.00480796,-0.0127631,0.0299496,-0.0627843,10.8578
-4.65,1.51512e-05,-9.96355e-05,0.000452592,-0.00163701,0.0049906,-0.0132128,0.0309162,-0.0646106,10.8113
-4.64,1.58715e-05,-0.000104148,0.000472025,-0.00170325,0.00517954,-0.0136764,0.0319096,-0.0664797,10.7648
-4.63,1.66245e-05,-0.000108854,0.000492239,-0.00177197,0.00537497,-0.0141545,0.0329301,-0.0683922,10.7184
-4.62,1.74115e-05,-0.000113761,0.000513262,-0.00184325,0.00557709,-0.0146473,0.0339784,-0.0703488,10.6722
-4.61,1.82338e-05,-0.000118876,0.000535124,-0.00191717,0.0057861,-0.0151553,0.0350551,-0.07235,10.6261
-4.6,1.90931e-05,-0.000124208,0.000557856,-0.00199383,0.00600219,-0.0156788,0.0361607,-0.0743964,10.58
-4.59,1.99909e-05,-0.000129766,0.00058149,-0.00207331,0.00622558,-0.0162183,0.0372958,-0.0764886,10.534
-4.58,2.09288e-05,-0.000135558,0.000606057,-0.0021557,0.00645648,-0.016774,0.038461,-0.0786272,10.4882
-4.57,2.19086e-05,-0.000141594,0.000631594,-0.00224111,0.00669512,-0.0173465,0.0396569,-0.0808129,10.4425
-4.56,2.29319e-05,-0.000147883,0.000658133,-0.00232963,0.00694172,-0.0179362,0.0408841,-0.0830461,10.3968
-4.55,2.40006e-05,-0.000154436,0.000685712,-0.00242137,0.0071965,-0.0185434,0.0421431,-0.0853274,10.3512
-4.54,2.51166e-05,-0.000161262,0.000714368,-0.00251642,0.00745971,-0.0191687,0.0434346,-0.0876573,10.3058
-4.53,2.62818e-05,-0.000168372,0.000744139,-0.0026149,0.00773157,-0.0198123,0.0447591,-0.0900365,10.2605
-4.52,2.74984e-05,-0.000175777,0.000775066,-0.00271691,0.00801235,-0.0204748,0.0461173,-0.0924654,10.2152
-4.51,2.87684e-05,-0.000183488,0.000807188,-0.00282257,0.00830228,-0.0211566,0.0475098,-0.0949444,10.17
-4.5,3.00941e-05,-0.000191517,0.000840549,-0.002932,0.00860163,-0.0218582,0.0489371,-0.0974742,10.125
-4.49,3.14777e-05,-0.000199877,0.000875192,-0.00304531,0.00891066,-0.02258,0.0503999,-0.100055,10.0801
-4.48,3.29216e-05,-0.00020858,0.000911161,-0.00316264,0.00922963,-0.0233225,0.0518989,-0.102688,10.0352
-4.47,3.44283e-05,-0.00021764,0.000948504,-0.00328409,0.00955882,-0.0240861,0.0534345,-0.105372,9.99045
-4.46,3.60003e-05,-0.000227068,0.000987268,-0.00340981,0.00989851,-0.0248714,0.0550074,-0.108109,9.9458
-4.45,3.76404e-05,-0.00023688,0.0010275,-0.00353993,0.010249,-0.0256788,0.0566182,-0.110899,9.90125
-4.44,3.93513e-05,-0.000247091,0.00106926,-0.00367457,0.0106105,-0.0265088,0.0582675,-0.113743,9.8568
-4.43,4.11358e-05,-0.000257714,0.00111259,-0.00381389,0.0109834,-0.0273619,0.0599559,-0.11664,9.81245
-4.42,4.29969e-05,-0.000268766,0.00115754,-0.00395803,0.011368,-0.0282386,0.0616841,-0.11959,9.7682
-4.41,4.49377e-05,-0.000280262,0.00120418,-0.00410712,0.0117646,-0.0291393,0.0634526,-0.122595,9.72405
-4.4,4.69615e-05,-0.00029222,0.00125256,-0.00426133,0.0121734,-0.0300648,0.065262,-0.125655,9.68
-4.39,4.90715e-05,-0.000304655,0.00130274,-0.00442081,0.0125949,-0.0310153,0.0671129,-0.128769,9.63605
-4.38,5.12711e-05,-0.000317587,0.00135477,-0.00458571,0.0130293,-0.0319915,0.0690059,-0.131939,9.5922
-4.37,5.3564e-05,-0.000331032,0.00140873,-0.0047562,0.0134769,-0.0329939,0.0709416,-0.135163,9.54845
-4.36,5.59539e-05,-0.00034501,0.00146468,-0.00493245,0.0139382,-0.034023,0.0729205,-0.138443,9.5048
-4.35,5.84445e-05,-0.000359541,0.00152268,-0.00511462,0.0144134,-0.0350793,0.0749432,-0.141779,9.46125
-4.34,6.10399e-05,-0.000374644,0.00158279,-0.00530288,0.014903,-0.0361635,0.0770104,-0.14517,9.4178
-4.33,6.37442e-05,-0.00039034,0.0016451,-0.00549742,0.0154072,-0.037276,0.0791225,-0.148617,9.37445
-4.32,6.65616e-05,-0.000406652,0.00170967,-0.00569843,0.0159264,-0.0384173,0.08128,-0.152119,9.3312
-4.31,6.94966e-05,-0.0004236,0.00177657,-0.00590608,0.016461,-0.0395881,0.0834836,-0.155677,9.28805
-4.3,7.25538e-05,-0.000441208,0.00184589,-0.00612056,0.0170113,-0.0407889,0.0857337,-0.159291,9.245
-4.29,7.57379e-05,-0.0004595,0.0019177,-0.00634208,0.0175778,-0.0420203,0.0880309,-0.162961,9.20205
-4.28,7.90538e-05,-0.000478499,0.00199208,-0.00657083,0.0181609,-0.0432827,0.0903757,-0.166686,9.1592
-4.27,8.25066e-05,-0.000498232,0.00206911,-0.00680702,0.0187608,-0.0445769,0.0927685,-0.170466,9.11645
-4.26,8.61016e-05,-0.000518723,0.00214888,-0.00705086,0.0193781,-0.0459033,0.0952099,-0.174301,9.0738
-4.25,8.98443e-05,-0.000540001,0.00223147,-0.00730255,0.0200131,-0.0472625,0.0977003,-0.178191,9.03125
-4.24,9.37403e-05,-0.000562092,0.00231698,-0.00756233,0.0206663,-0.048655,0.10024,-0.182136,8.9888
-4.23,9.77955e-05,-0.000585024,0.0024055,-0.0078304,0.021338,-0.0500815,0.10283,-0.186135,8.94645
-4.22,0.000102016,-0.000608829,0.00249712,-0.00810701,0.0220287,-0.0515426,0.10547,-0.190188,8.9042
-4.21,0.000106408,-0.000633534,0.00259194,-0.00839238,0.0227388,-0.0530387,0.108161,-0.194294,8.86205
-4.2,0.000110978,-0.000659173,0.00269005,-0.00868675,0.0234687,-0.0545705,0.110903,-0.198453,8.82
-4.19,0.000115732,-0.000685777,0.00279157,-0.00899036,0.0242189,-0.0561385,0.113696,-0.202665,8.77805
-4.18,0.000120678,-0.000713379,0.00289659,-0.00930347,0.0249898,-0.0577434,0.116541,-0.206928,8.7362
-4.17,0.000125823,-0.000742014,0.00300523,-0.00962632,0.0257819,-0.0593856,0.119438,-0.211243,8.69445
-4.16,0.000131174,-0.000771716,0.00311758,-0.00995916,0.0265956,-0.0610657,0.122388,-0.215607,8.6528
-4.15,0.00013674,-0.000802523,0.00323378,-0.0103023,0.0274314,-0.0627844,0.12539,-0.220022,8.61125
-4.14,0.000142527,-0.000834471,0.00335393,-0.0106559,0.0282898,-0.0645421,0.128446,-0.224486,8.5698
-4.13,0.000148544,-0.000867599,0.00347815,-0.0110204,0.0291712,-0.0663394,0.131554,-0.228997,8.52845
-4.12,0.000154799,-0.000901946,0.00360656,-0.0113959,0.0300761,-0.068177,0.134716,-0.233556,8.4872
-4.11,0.000161302,-0.000937554,0.00373929,-0.0117828,0.031005,-0.0700552,0.137931,-0.238161,8.44605
-4.1,0.000168061,-0.000974465,0.00387647,-0.0121814,0.0319583,-0.0719748,0.1412,-0.242811,8.405
-4.09,0.000175086,-0.00101272,0.00401823,-0.0125919,0.0329366,-0.0739361,0.144523,-0.247504,8.36405
-4.08,0.000182387,-0.00105237,0.0041647,-0.0130146,0.0339404,-0.0759398,0.1479,-0.252241,8.3232
-4.07,0.000189972,-0.00109345,0.00431602,-0.0134499,0.0349701,-0.0779864,0.15133,-0.257019,8.28245
-4.06,0.000197854,-0.00113602,0.00447233,-0.0138981,0.0360263,-0.0800764,0.154815,-0.261837,8.2418
-4.05,0.000206042,-0.00118012,0.00463378,-0.0143595,0.0371094,-0.0822103,0.158354,-0.266694,8.20125
-4.04,0.000214547,-0.0012258,0.00480051,-0.0148343,0.03822,-0.0843886,0.161946,-0.271589,8.1608
-4.03,0.000223381,-0.00127311,0.00497268,-0.015323,0.0393586,-0.0866118,0.165592,-0.276519,8.12045
-4.02,0.000232555,-0.00132211,0.00515044,-0.0158259,0.0405257,-0.0888804,0.169292,-0.281484,8.0802
-4.01,0.000242082,-0.00137285,0.00533394,-0.0163432,0.0417218,-0.0911948,0.173045,-0.286481,8.04005
-4,0.000251975,-0.00142538,0.00552336,-0.0168754,0.0429475,-0.0935556,0.176852,-0.29151,8
